Täsch	46.0679692	7.7759045
Leysin	46.3435634	7.012033
Fisibach	47.5615687	8.4090582
Männedorf	47.2574625	8.6946733
Weesen	47.1362592	9.1052748
Meiringen	46.7251614	8.1909081
Bülach	47.5160671	8.5419603
Langenbruck	47.3483495	7.7686817
Maienfeld GB	47.00571	9.530813
Lenk im Simmental	46.4571943	7.4429104
Sion	46.2331221	7.360626
Kriens	47.0341978	8.2772552
Les Enfers	47.2886168	7.0480782
Clarens	-28.5143573	28.4104684
St. Gallen	47.4244818	9.3767173
Bussigny-près-Lausanne VD	46.5517429	6.558615
Möhlin	47.5591304	7.8442531
Morcote	45.9278156	8.9078997
Tschiertschen	46.81777	9.60671
Eichberg	47.6417523	16.18409
Gstaad	46.4750377	7.2858205
Gordola	46.1809063	8.8608089
Orselina	46.1789419	8.7989377
Rickenbach - Waldegg	47.438274	9.0684058
Trans	47.3368524	-0.91935
Beatenberg BE	46.7035407	7.8095511
Wildhaus	47.2033339	9.350492
Glion s/Montreux	46.431776	6.924732
Bassecourt	47.3389072	7.2427009
Wauwil	47.1862897	8.0237036
Filisur	46.6734153	9.6863771
Prégny	46.2341791	6.1393268
Glion sur Montreux	46.431776	6.924732
Rickenbach -  Waldegg	47.438274	9.0684058
Finhaut	46.08337	6.97688
Degersheim	47.3738511	9.2003081
Arosa	46.7823704	9.6799111
Lugano - Castagnola	46.0037781	8.9775656
Ardez	46.7749013	10.2017095
Neuchâtel	46.9899874	6.9292732
Eriswil 	47.079899	7.850674
Arisdorf	47.5129592	7.7652075
Tramelan	47.2235029	7.102975
Asp Herzberg	47.4383358	8.0530386
Bönigen	46.6859659	7.8932422
St. Peterzell	47.3176632	9.1746211
Hauterive	46.088374	3.439236
Pully	46.5092681	6.6654949
Schönengrund	47.3260986	9.226432
Fläsch	47.0266057	9.5137762
Versoix	46.2876938	6.1657813
La Tour de Peilz	46.4533165	6.8612781
Gattikon	47.2846	8.55065
Gwatt	46.723	7.623
Konolfingen	46.8794597	7.6208263
Hasenberg	48.2889071	14.3869155
Luzern	47.0501682	8.3093072
Les Avants	46.4533014	6.9429046
Krattigen	46.6611155	7.7282129
Cossonay	46.6140944	6.507171
Kilchberg	47.3220092	8.5452125
Balgrist	47.3549198	8.5748037
Joigny	47.981432	3.398961
Brent sur Montreux	46.45637	6.89738
Pian San  Giacomo	46.4158854	9.2237105
Aeugsterthal	47.28417	8.48708
Aarau	47.390434	8.0457015
Belmont	37.5202145	-122.2758008
Rheinfelden	47.5896468	7.768779
Châteauneuf	43.678847	6.980777
Witzwil	46.9885561	7.0614011
Agra	27.1766701	78.0080745
Champel	46.1896788	6.1575397
Zürichhorn	47.3535289	8.5514208
Hedingen	47.2977669	8.4482542
Locarno	46.1669988	8.7942643
Castagnola - Lugano	46.0037781	8.9775656
Laufen	47.4204213	7.5004874
Viège	46.2947277	7.8821204
Unterägeri	47.1368093	8.5830915
Bad Lauterbach bei Oftringen	47.3129528	7.9198655
Montana	46.8796822	-110.3625658
Blankenburg bei Zweisimmen	46.541104	7.38532
Valbella - Lenzerheide	46.7286653	9.557472
Burg - Schloss	47.6930981	10.0427853
Klosters - Selfranga	46.856582	9.8827525
Liestal	47.4866143	7.7334272
Liestal / Bienenberg	47.4981894	7.7009449
Merishausen	47.7606448	8.6094638
Vennes - Lausanne	46.5196535	6.6322734
Gals	47.0281883	7.050374
Pont	44.4989466	3.2692247
La Rosiaz	46.5205474	6.6612619
Rovio	45.9362506	8.9836424
Seewis	46.9905027	9.6372642
Böckten	47.4626895	7.8361995
Chur - Masans	46.8507835	9.5319859
Lugano	46.0036778	8.951052
Flims	46.8366348	9.2846923
Hemberg	47.3004487	9.1760617
Bex-les-Bains	46.19697	7.02724
Prangins	46.3943352	6.2492927
Chardonnes s/Vevey	46.4806514	6.7857606
Vicosoprano	46.351022	9.6220807
Lenzerheide	46.7286653	9.557472
Klosters - Platz	46.86663	9.8850036
Territet	46.4268939	6.9231307
Magliaso	45.9834646	8.8886323
Frauenfeld	47.5535997	8.8987541
Dürrenäsch	47.3214469	8.1568605
Leyisin	46.3435634	7.012033
Wald	47.380037	10.2190541
Bonstetten	48.4399512	10.7101161
Klosters	46.8699029	9.8828697
Wald bei Zürich	47.2771375	8.9155608
Murgenthal	47.2765988	7.8451321
Roveredo	46.2343502	9.1288093
Golino	46.178765	8.7115777
Castagnola	46.0037781	8.9775656
Geneveys s/Coffrane	47.01735	6.85254
Tavannes	47.2200764	7.198526
Ringlikon	47.35799	8.47084
Ligornetto	45.8627987	8.9516366
Sierre	46.2941311	7.5335362
Moosbad	46.9490712	7.7175823
Egetswil	47.4718756	8.5826148
Le Landeron	47.0581255	7.0730626
Spiez	46.6884826	7.6791524
Bellizona	46.1946216	9.0244124
Schäflisegg	47.3974378	9.3823039
Büren an der Aare	47.1395743	7.3747968
Gudo bei Bellinzona	46.174232	8.9489996
Serneus	46.889989	9.838752
Beringen	51.04793	5.21862
Engelberg OW	46.8200266	8.4069918
Eriswil	47.079899	7.850674
Porrentruy /  Puntrut	47.42091	7.080074
Reichenburg	47.169773	8.975433
Klosters - Dorf	46.8699029	9.8828697
Crêt-du-Locle	47.07975	6.78707
Wil	47.4635617	9.0479097
Balerna	45.8484251	9.0077495
Barmelweid	47.41554	7.97628
Gempen - Stollen	47.4807587	7.6442005
Les Verriéres - Sugiez	46.9156786	6.4031901
Gyron sur Bex	46.2881897	7.0668606
Schönengrund - Wald	47.3203787	9.2147054
Wengibad bei Affoltern	47.2750387	8.4737755
Nanztal	46.2242	7.96311
Geisshubelbad/Rothrist/AG	47.2981976	7.8821701
Ampfernhöhe	47.5164273	8.1217106
Pottersalp / Säntis	47.267524	9.341061
Champel  Val - Fleuri	46.1884961	6.1421869
Sugiez - Les Vernes	46.9618591	7.1041652
Schloss Burg bei Flüh	47.456762	7.440626
Rothöhe bei Oberburg	47.039879	7.5454202
Hinterguldental	47.3436459	7.6069213
Landdorf	46.9205627	7.3947358
	0	0
Wert fehlt	0	0
